OrderNumber,OrderDate,Channel,Warehouse Code,Order Quantity,Unit Price,Unit Cost,Customer Name,Customer Email,Product Name,Channel Code,Channel Alt. Name,Channel Importance,Channel Prior Code,Delivery City
SO - 0003892,2015-08-21,Distributor,AXW291,7,1916.2,804.804,Skyble Corp,dperkinsc1@washingtonpost.com,Product 11,DIST,Regional,Mid,REGIONS,"Hamburg, Germany"
SO - 0003893,2015-08-21,Wholesale,AXW291,9,1876.0,1050.5600000000002,Wordtune Company,ssnyder4l@cafepress.com,Product 10,WHOLE,Local,Low,SUPER,"MINSK, Belarus"
SO - 0003894,2015-08-21,Wholesale,FLR025,8,797.3000000000001,414.59600000000006,Viva Ltd,wyoungoo@ucla.edu,Product 8,WHOLE,Local,Low,SUPER,"Duisburg, Germany"
SO - 0003895,2015-08-21,Wholesale,AXW291,6,1058.6000000000001,656.3320000000001,Brainspher Ltd,hfowler6h@xinhuanet.com,Product 7,WHOLE,Local,Low,SUPER,"BEOGRAD (Belgrade), Serbia"
SO - 0003896,2015-08-21,Wholesale,AXW291,8,3725.2000000000003,2644.8920000000003,MEIJER Corp,esimmons3g@guardian.co.uk,Product 14,WHOLE,Local,Low,SUPER,"Hamburg, Germany"
SO - 0003897,2015-08-22,Export,FLR025,9,1098.8,670.2679999999999,Kare Corp,pfreeman2d@edublogs.org,Product 1,EXP,International,High,INTL,"Sheffield, UK"
SO - 0003898,2015-08-22,Wholesale,GUT930,12,3825.7000000000003,1912.8500000000001,ALK-Abello Ltd,jwelch37@bigcartel.com,Product 8,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 0003899,2015-08-22,Wholesale,AXW291,6,6492.3,2661.843,CLINIQUE Ltd,jthompson1e@nba.com,Product 3,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0003900,2015-08-22,Export,GUT930,6,1085.4,879.1740000000001,Mylan Corp,hmurray2p@loc.gov,Product 10,EXP,International,High,INTL,"Palermo, Italy"
SO - 0003901,2015-08-22,Wholesale,AXW291,5,1728.6000000000001,1019.874,Yodoo Ltd,fscottii@fotki.com,Product 3,WHOLE,Local,Low,SUPER,"LONDON, UK"
SO - 0003902,2015-08-22,Export,NXH382,8,1916.2,1379.664,Cogilith Group,bnelson17@parallels.com,Product 1,EXP,International,High,INTL,"VILNIUS, Lithuania"
SO - 0003903,2015-08-22,Wholesale,NXH382,5,3336.6,2469.084,NARS Group,bhamilton70@multiply.com,Product 11,WHOLE,Local,Low,SUPER,"Málaga, Spain"
SO - 0003904,2015-08-22,Distributor,NXH382,9,227.8,161.738,General Company,mjones2v@omniture.com,Product 4,DIST,Regional,Mid,REGIONS,"Glasgow, UK"
SO - 0003905,2015-08-22,Wholesale,GUT930,7,2666.6,1839.9539999999997,Livepath Corp,tdavis1v@state.gov,Product 3,WHOLE,Local,Low,SUPER,"Genova, Italy"
SO - 0003906,2015-08-22,Wholesale,AXW291,11,167.5,112.22500000000001,Zoovu Corp,treynoldspc@freewebs.com,Product 13,WHOLE,Local,Low,SUPER,"Odessa, Ukraine"
SO - 0003907,2015-08-23,Distributor,NXH382,12,3812.3,2630.487,Devpoint Group,lsanchez5d@umich.edu,Product 3,DIST,Regional,Mid,REGIONS,"Dortmund, Germany"
SO - 0003908,2015-08-23,Wholesale,GUT930,10,3149.0,1952.3799999999999,Avamba Company,abradleyag@patch.com,Product 7,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 0003909,2015-08-23,Distributor,FLR025,9,3886.0,1632.12,MEIJER Corp,esimmons3g@guardian.co.uk,Product 14,DIST,Regional,Mid,REGIONS,"KOBENHAVN (Copenhagen), Denmark"
SO - 0003910,2015-08-23,Export,AXW291,8,5293.0,2487.71,Skajo Ltd,vwatkins8z@unblog.fr,Product 2,EXP,International,High,INTL,"Milano (Milan), Italy"
SO - 0003911,2015-08-23,Wholesale,NXH382,6,1045.2,825.7080000000001,Talane Group,ajacobs49@ow.ly,Product 8,WHOLE,Local,Low,SUPER,"Stuttgart, Germany"
SO - 0003912,2015-08-23,Wholesale,NXH382,9,3376.8,2026.08,Skyvu Group,cmontgomeryn@twitpic.com,Product 12,WHOLE,Local,Low,SUPER,"VILNIUS, Lithuania"
SO - 0003913,2015-08-23,Wholesale,AXW291,6,1768.8,1167.4080000000001,CARDINAL Group,emarshall1o@multiply.com,Product 12,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0003914,2015-08-24,Wholesale,AXW291,6,2331.6,1678.752,Skinder Group,slawsonci@meetup.com,Product 1,WHOLE,Local,Low,SUPER,"RIGA, Latvia"
SO - 0003915,2015-08-24,Wholesale,NXH382,7,1092.1000000000001,513.287,Gabvine Ltd,aturner9s@webs.com,Product 15,WHOLE,Local,Low,SUPER,"HELSINKI, Finland"
SO - 0003916,2015-08-24,Wholesale,GUT930,8,2432.1,1897.038,Deseret Group,grobinson3g@sun.com,Product 2,WHOLE,Local,Low,SUPER,"AMSTERDAM, Netherlands"
SO - 0003917,2015-08-24,Export,AXW291,9,737.0,523.27,Skajo Ltd,vwatkins8z@unblog.fr,Product 4,EXP,International,High,INTL,"Torino (Turin), Italy"
SO - 0003918,2015-08-24,Wholesale,AXW291,6,1105.5,851.235,Meejo Corp,jreed7i@epa.gov,Product 7,WHOLE,Local,Low,SUPER,"LONDON, UK"
SO - 0003919,2015-08-24,Wholesale,AXW291,8,2807.3,2049.329,Fivechat Company,jrose1k@163.com,Product 7,WHOLE,Local,Low,SUPER,"Hamburg, Germany"
SO - 0003920,2015-08-25,Distributor,AXW291,11,2284.7000000000003,1690.678,Vitz Company,pmorales92@naver.com,Product 10,DIST,Regional,Mid,REGIONS,"Barcelona, Spain"
SO - 0003921,2015-08-25,Wholesale,AXW291,9,1118.9,648.962,True Ltd,bcollins1t@prweb.com,Product 11,WHOLE,Local,Low,SUPER,"Donetsk, Ukraine"
SO - 0003922,2015-08-25,Export,FLR025,10,2224.4,1468.104,Voolia Ltd,btaylorv@networksolutions.com,Product 14,EXP,International,High,INTL,"Duisburg, Germany"
SO - 0003923,2015-08-25,Export,GUT930,5,1983.2,872.6080000000001,Zoonder Group,lboydnj@forbes.com,Product 14,EXP,International,High,INTL,"Valencia, Spain"
SO - 0003924,2015-08-25,Wholesale,NXH382,6,1132.3,486.88899999999995,Natures Group,dbishopcy@nasa.gov,Product 2,WHOLE,Local,Low,SUPER,"Zaragoza, Spain"
SO - 0003925,2015-08-25,Distributor,NXH382,6,1929.6000000000001,1041.9840000000002,Flipbug Ltd,rford65@google.co.jp,Product 4,DIST,Regional,Mid,REGIONS,"Poznan, Poland"
SO - 0003926,2015-08-25,Wholesale,NXH382,11,3993.2000000000003,1836.8720000000003,Zooxo Ltd,hmoore3c@privacy.gov.au,Product 15,WHOLE,Local,Low,SUPER,"Glasgow, UK"
SO - 0003927,2015-08-25,Wholesale,GUT930,5,207.70000000000002,128.774,SHISEIDO Ltd,rreyesqw@list-manage.com,Product 4,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 0003928,2015-08-26,Export,AXW291,7,1072.0,793.28,Sanum-Kehl Group,pwells2x@zimbio.com,Product 15,EXP,International,High,INTL,"BEOGRAD (Belgrade), Serbia"
SO - 0003929,2015-08-26,Export,AXW291,8,6532.5,2939.625,Blogspan Ltd,ghuntf5@gravatar.com,Product 7,EXP,International,High,INTL,"BUCURESTI (Bucharest), Romania"
SO - 0003930,2015-08-26,Wholesale,FLR025,7,1983.2,1427.904,Neutrogena Ltd,aharveyd3@flavors.me,Product 10,WHOLE,Local,Low,SUPER,"Hannover, Germany"
SO - 0003931,2015-08-26,Distributor,NXH382,7,1916.2,1015.5860000000001,Wise Company,bmatthewsm@dot.gov,Product 14,DIST,Regional,Mid,REGIONS,"Stuttgart, Germany"
SO - 0003932,2015-08-26,Wholesale,GUT930,9,3919.5,1685.385,Skippad Ltd,jchavezik@aboutads.info,Product 2,WHOLE,Local,Low,SUPER,"Sevilla, Spain"
SO - 0003933,2015-08-26,Export,NXH382,9,6277.900000000001,2636.7180000000003,WOONSOCKET Corp,ejordan2g@nba.com,Product 7,EXP,International,High,INTL,"Stuttgart, Germany"
SO - 0003934,2015-08-26,Distributor,AXW291,5,1031.8,588.126,Skyvu Group,cmontgomeryn@twitpic.com,Product 4,DIST,Regional,Mid,REGIONS,"Milano (Milan), Italy"
SO - 0003935,2015-08-26,Distributor,AXW291,5,2606.3,2137.166,Mycone Ltd,jcruz2p@php.net,Product 10,DIST,Regional,Mid,REGIONS,"BEOGRAD (Belgrade), Serbia"
SO - 0003936,2015-08-26,Wholesale,FLR025,10,2003.3,1282.112,Voolia Ltd,btaylorv@networksolutions.com,Product 15,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0003937,2015-08-26,Export,NXH382,8,5601.2,2296.4919999999997,The Ltd,gporter3l@nba.com,Product 5,EXP,International,High,INTL,"Zaragoza, Spain"
SO - 0003938,2015-08-27,Wholesale,AXW291,8,2525.9,1793.389,Chatterbri Ltd,smiller24@biglobe.ne.jp,Product 5,WHOLE,Local,Low,SUPER,"SOFIA, Bulgaria"
SO - 0003939,2015-08-27,Distributor,NXH382,11,2304.8,1590.312,Browsetype Corp,fbutlerco@1und1.de,Product 2,DIST,Regional,Mid,REGIONS,"Stuttgart, Germany"
SO - 0003940,2015-08-27,Wholesale,AXW291,11,2010.0,1447.2,Mydo Corp,rramoshq@jugem.jp,Product 6,WHOLE,Local,Low,SUPER,"Hamburg, Germany"
SO - 0003941,2015-08-27,Wholesale,AXW291,10,167.5,110.55000000000001,Neutrogena Ltd,aharveyd3@flavors.me,Product 11,WHOLE,Local,Low,SUPER,"München (Munich), Germany"
SO - 0003942,2015-08-27,Distributor,AXW291,6,2525.9,1010.3600000000001,Voolia Ltd,btaylorv@networksolutions.com,Product 15,DIST,Regional,Mid,REGIONS,"Napoli (Naples), Italy"
SO - 0003943,2015-08-28,Wholesale,FLR025,8,1192.6000000000001,500.89200000000005,Yombu Corp,dfox1t@reuters.com,Product 11,WHOLE,Local,Low,SUPER,"Duisburg, Germany"
SO - 0003944,2015-08-28,Wholesale,AXW291,12,268.0,171.52,Cadila Ltd,joliver2c@usda.gov,Product 15,WHOLE,Local,Low,SUPER,"BERLIN, Germany"
SO - 0003945,2015-08-28,Export,GUT930,9,1132.3,611.442,Roberts Company,cwagnera2@ed.gov,Product 7,EXP,International,High,INTL,"Wroclaw (Breslau), Poland"
SO - 0003946,2015-08-28,Export,NXH382,10,1809.0,1175.8500000000001,Trunyx Ltd,bwest3r@barnesandnoble.com,Product 8,EXP,International,High,INTL,"Dortmund, Germany"
SO - 0003947,2015-08-28,Export,GUT930,5,1118.9,671.34,Kare Corp,pfreeman2d@edublogs.org,Product 5,EXP,International,High,INTL,"Salonika, Greece"
SO - 0003948,2015-08-28,Wholesale,NXH382,8,1025.1000000000001,697.0680000000001,Eire Corp,rgreene16@deviantart.com,Product 1,WHOLE,Local,Low,SUPER,"Poznan, Poland"
SO - 0003949,2015-08-29,Wholesale,AXW291,6,3088.7000000000003,2069.429,Chatterpoi Corp,brice3h@linkedin.com,Product 12,WHOLE,Local,Low,SUPER,"LONDON, UK"
SO - 0003950,2015-08-29,Wholesale,AXW291,12,978.2,528.2280000000001,Blogtags Ltd,rscott2f@printfriendly.com,Product 13,WHOLE,Local,Low,SUPER,"ROMA, Italy"
SO - 0003951,2015-08-29,Wholesale,AXW291,6,261.3,177.68400000000003,Kazu Corp,jwoodo@mit.edu,Product 7,WHOLE,Local,Low,SUPER,"Milano (Milan), Italy"
SO - 0003952,2015-08-29,Distributor,AXW291,5,1159.1000000000001,498.41300000000007,CARDINAL Group,emarshall1o@multiply.com,Product 5,DIST,Regional,Mid,REGIONS,"WARSZAWA (Warsaw), Poland"
SO - 0003953,2015-08-29,Wholesale,NXH382,10,6197.5,3594.5499999999997,Wise Company,bmatthewsm@dot.gov,Product 12,WHOLE,Local,Low,SUPER,"Essen, Germany"
SO - 0003954,2015-08-29,Export,NXH382,11,5581.1,3237.038,Aldi Ltd,fcampbell80@360.cn,Product 13,EXP,International,High,INTL,"LISBOA (Lisbon), Portugal"
SO - 0003955,2015-08-29,Wholesale,AXW291,8,1051.9,862.558,Linklinks Ltd,kjones2g@walmart.com,Product 4,WHOLE,Local,Low,SUPER,"Barcelona, Spain"
SO - 0003956,2015-08-29,Distributor,AXW291,10,221.1,137.082,Topco Company,phenry4a@samsung.com,Product 1,DIST,Regional,Mid,REGIONS,"Marseille, France"
SO - 0003957,2015-08-29,Wholesale,AXW291,11,3879.3,2366.373,SAFEWAY Ltd,rclark1m@oracle.com,Product 9,WHOLE,Local,Low,SUPER,"München (Munich), Germany"
SO - 0003958,2015-08-29,Wholesale,AXW291,9,1139.0,854.25,Geiss Company,lharrison3v@eepurl.com,Product 7,WHOLE,Local,Low,SUPER,"Napoli (Naples), Italy"
SO - 0003959,2015-08-29,Export,NXH382,7,938.0,590.94,Unit Ltd,bmcdonald47@joomla.org,Product 5,EXP,International,High,INTL,"Bremen, Germany"
SO - 0003960,2015-08-30,Export,AXW291,7,201.0,166.82999999999998,Blogtags Ltd,rscott2f@printfriendly.com,Product 7,EXP,International,High,INTL,"Birmingham, UK"
SO - 0003961,2015-08-30,Export,AXW291,12,1768.8,1220.472,Army Group,aellis34@tiny.cc,Product 11,EXP,International,High,INTL,"BEOGRAD (Belgrade), Serbia"
SO - 0003962,2015-08-30,Wholesale,FLR025,12,1715.2,1337.856,Realpoint Corp,mgeorgecd@elegantthemes.com,Product 3,WHOLE,Local,Low,SUPER,"Mykolaiv, Ukraine"
SO - 0003963,2015-08-30,Distributor,FLR025,11,1145.7,893.6460000000001,SAFEWAY Ltd,rclark1m@oracle.com,Product 8,DIST,Regional,Mid,REGIONS,"Duisburg, Germany"
SO - 0003964,2015-08-31,Wholesale,GUT930,8,3932.9,2792.359,Jaxbean Group,jwilliamsonpk@eventbrite.com,Product 5,WHOLE,Local,Low,SUPER,"Salonika, Greece"
SO - 0003965,2015-08-31,Distributor,AXW291,11,2599.6,1715.736,Zoomdog Corp,gsmith1x@youku.com,Product 12,DIST,Regional,Mid,REGIONS,"BUCURESTI (Bucharest), Romania"
SO - 0003966,2015-08-31,Wholesale,AXW291,12,6478.900000000001,4664.808,Vinte Group,randerson1k@mozilla.com,Product 3,WHOLE,Local,Low,SUPER,"Birmingham, UK"
SO - 0003967,2015-08-31,Wholesale,NXH382,9,1715.2,977.664,Valeant Corp,bbowman1j@phpbb.com,Product 8,WHOLE,Local,Low,SUPER,"Essen, Germany"
SO - 0003968,2015-08-31,Wholesale,GUT930,6,6512.400000000001,4754.052000000001,Mydo Corp,rramoshq@jugem.jp,Product 15,WHOLE,Local,Low,SUPER,"Sevilla, Spain"
SO - 0003969,2015-08-31,Wholesale,GUT930,8,884.4,601.392,Fred's Company,clawrence7v@slashdot.org,Product 14,WHOLE,Local,Low,SUPER,"ATHINAI (Athens), Greece"
SO - 0003970,2015-08-31,Wholesale,AXW291,7,1005.0,613.05,Viva Ltd,wyoungoo@ucla.edu,Product 10,WHOLE,Local,Low,SUPER,"München (Munich), Germany"
SO - 0003971,2015-08-31,Wholesale,FLR025,5,174.20000000000002,134.13400000000001,Skajo Ltd,vwatkins8z@unblog.fr,Product 13,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0003972,2015-08-31,Distributor,GUT930,12,1005.0,743.7,Realbridge Corp,sross1f@xrea.com,Product 6,DIST,Regional,Mid,REGIONS,"KISHINEV, Moldova"
SO - 0003973,2015-08-31,Wholesale,AXW291,7,6170.7,4998.267,Walgreen Corp,aparker1l@pcworld.com,Product 6,WHOLE,Local,Low,SUPER,"LONDON, UK"
SO - 0003974,2015-08-31,Wholesale,AXW291,6,187.6,133.196,Tagfeed Ltd,srichardson8l@ucla.edu,Product 10,WHOLE,Local,Low,SUPER,"WARSZAWA (Warsaw), Poland"
SO - 0003975,2015-09-01,Wholesale,AXW291,11,234.5,98.49,Centizu Company,sgarcia9k@myspace.com,Product 12,WHOLE,Local,Low,SUPER,"BUDAPEST, Hungary"
SO - 0003976,2015-09-01,Wholesale,AXW291,6,1092.1000000000001,655.2600000000001,Linklinks Ltd,kjones2g@walmart.com,Product 7,WHOLE,Local,Low,SUPER,"Torino (Turin), Italy"
SO - 0003977,2015-09-01,Export,NXH382,8,1031.8,784.168,MEIJER Corp,esimmons3g@guardian.co.uk,Product 6,EXP,International,High,INTL,"Poznan, Poland"
SO - 0003978,2015-09-01,Distributor,NXH382,11,221.1,128.238,Fatz Group,fedwards4w@latimes.com,Product 7,DIST,Regional,Mid,REGIONS,"Düsseldorf, Germany"
SO - 0003979,2015-09-01,Wholesale,AXW291,7,268.0,227.79999999999998,Twinte Group,ebellpi@yandex.ru,Product 6,WHOLE,Local,Low,SUPER,"WIEN (Vienna), Austria"
SO - 0003980,2015-09-01,Export,AXW291,12,214.4,165.08800000000002,H Ltd,pgonzales7y@youku.com,Product 13,EXP,International,High,INTL,"Milano (Milan), Italy"
SO - 0003981,2015-09-01,Distributor,AXW291,10,174.20000000000002,109.74600000000001,Tagfeed Ltd,srichardson8l@ucla.edu,Product 1,DIST,Regional,Mid,REGIONS,"Odessa, Ukraine"
SO - 0003982,2015-09-02,Distributor,AXW291,8,5105.400000000001,2042.1600000000003,Colgate-Pa Group,dmorrisf1@google.pl,Product 4,DIST,Regional,Mid,REGIONS,"BEOGRAD (Belgrade), Serbia"
SO - 0003983,2015-09-02,Distributor,AXW291,11,3209.3,1347.906,Skyvu Group,cmontgomeryn@twitpic.com,Product 10,DIST,Regional,Mid,REGIONS,"ZAGREB, Croatia"
SO - 0003984,2015-09-02,Wholesale,AXW291,11,1996.6000000000001,1697.1100000000001,Arbor Company,ajenkinsbb@feedburner.com,Product 10,WHOLE,Local,Low,SUPER,"Hamburg, Germany"
SO - 0003985,2015-09-02,Export,AXW291,5,3470.6,2950.0099999999998,Chatterpoi Corp,brice3h@linkedin.com,Product 2,EXP,International,High,INTL,"Odessa, Ukraine"
SO - 0003986,2015-09-02,Distributor,AXW291,5,5768.7,4384.2119999999995,Buzzbean Group,brodriguezmw@google.co.uk,Product 2,DIST,Regional,Mid,REGIONS,"Lódz, Poland"
SO - 0003987,2015-09-02,Wholesale,AXW291,11,4020.0,2371.7999999999997,Wordpedia Ltd,kmurray1y@go.com,Product 11,WHOLE,Local,Low,SUPER,"BUCURESTI (Bucharest), Romania"
SO - 0003988,2015-09-02,Wholesale,NXH382,8,2572.8,1183.488,Browsetype Corp,fbutlerco@1und1.de,Product 12,WHOLE,Local,Low,SUPER,"Málaga, Spain"
SO - 0003989,2015-09-02,Distributor,FLR025,10,3169.1,1331.022,SHISEIDO Ltd,rreyesqw@list-manage.com,Product 13,DIST,Regional,Mid,REGIONS,"SARAJEVO, Bosnia"
SO - 0003990,2015-09-02,Distributor,GUT930,10,1112.2,589.466,sanofi-ave Group,pday6g@plala.or.jp,Product 6,DIST,Regional,Mid,REGIONS,"AMSTERDAM, Netherlands"
SO - 0003991,2015-09-02,Distributor,AXW291,8,1072.0,482.40000000000003,Remedy Ltd,gray5n@bravesites.com,Product 1,DIST,Regional,Mid,REGIONS,"RIGA, Latvia"
SO - 0003992,2015-09-02,Distributor,GUT930,12,2425.4,1722.0339999999999,Roomm Company,hbishop6d@goodreads.com,Product 3,DIST,Regional,Mid,REGIONS,"Frankfurt am Main, Germany"
SO - 0003993,2015-09-03,Wholesale,AXW291,12,3825.7000000000003,2907.532,Fivebridge Ltd,vmarshall1s@freewebs.com,Product 10,WHOLE,Local,Low,SUPER,"ROMA, Italy"
SO - 0003994,2015-09-03,Distributor,NXH382,8,1139.0,603.6700000000001,Vinte Group,randerson1k@mozilla.com,Product 5,DIST,Regional,Mid,REGIONS,"Málaga, Spain"
SO - 0003995,2015-09-04,Wholesale,GUT930,5,187.6,129.444,Realbuzz Ltd,gandrews39@nifty.com,Product 14,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 0003996,2015-09-04,Distributor,NXH382,11,864.3000000000001,613.653,Cogidoo Company,mcarrolli3@foxnews.com,Product 8,DIST,Regional,Mid,REGIONS,"LISBOA (Lisbon), Portugal"
SO - 0003997,2015-09-04,Wholesale,AXW291,12,5701.7,2850.85,Linkbuzz Ltd,bsimsla@icio.us,Product 8,WHOLE,Local,Low,SUPER,"Birmingham, UK"
SO - 0003998,2015-09-04,Wholesale,NXH382,5,904.5,714.5550000000001,Livepath Corp,tdavis1v@state.gov,Product 6,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0003999,2015-09-04,Wholesale,AXW291,6,1159.1000000000001,822.961,Remedy Ltd,gray5n@bravesites.com,Product 13,WHOLE,Local,Low,SUPER,"WIEN (Vienna), Austria"
SO - 0004000,2015-09-04,Distributor,NXH382,9,247.9,176.009,Cogidoo Company,mcarrolli3@foxnews.com,Product 1,DIST,Regional,Mid,REGIONS,"LISBOA (Lisbon), Portugal"
SO - 0004001,2015-09-04,Distributor,FLR025,6,3919.5,1802.97,Camido Company,alopez2b@vistaprint.com,Product 10,DIST,Regional,Mid,REGIONS,"SARAJEVO, Bosnia"
SO - 0004002,2015-09-04,Distributor,GUT930,6,2559.4,1714.7980000000002,Johnson Ltd,rrussell6p@multiply.com,Product 13,DIST,Regional,Mid,REGIONS,"Kraków, Poland"
SO - 0004003,2015-09-04,Distributor,AXW291,12,2572.8,1183.488,Realcube Company,jharveydm@etsy.com,Product 2,DIST,Regional,Mid,REGIONS,"Donetsk, Ukraine"
SO - 0004004,2015-09-04,Distributor,GUT930,11,2767.1,1743.273,Avamba Company,abradleyag@patch.com,Product 13,DIST,Regional,Mid,REGIONS,"Kryvy Rig, Ukraine"
SO - 0004005,2015-09-05,Wholesale,GUT930,12,1916.2,1034.748,Neutrogena Ltd,aharveyd3@flavors.me,Product 1,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 0004006,2015-09-05,Distributor,GUT930,11,1715.2,943.3600000000001,Ozu Ltd,rburns9i@usda.gov,Product 9,DIST,Regional,Mid,REGIONS,"Salonika, Greece"
SO - 0004007,2015-09-05,Wholesale,AXW291,11,1011.7,586.786,Revitol Company,aramos9w@php.net,Product 5,WHOLE,Local,Low,SUPER,"LONDON, UK"
SO - 0004008,2015-09-05,Wholesale,FLR025,10,1025.1000000000001,676.5660000000001,Linkbuzz Ltd,bsimsla@icio.us,Product 2,WHOLE,Local,Low,SUPER,"Duisburg, Germany"
SO - 0004009,2015-09-06,Wholesale,GUT930,10,1065.3,830.934,Oozz Group,fcox6@soundcloud.com,Product 3,WHOLE,Local,Low,SUPER,"Genova, Italy"
SO - 0004010,2015-09-06,Wholesale,FLR025,6,1132.3,905.84,Brightdog Corp,esimpson44@canalblog.com,Product 14,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0004011,2015-09-06,Wholesale,AXW291,6,884.4,689.832,Quaxo Ltd,jgray33@blogtalkradio.com,Product 4,WHOLE,Local,Low,SUPER,"ROMA, Italy"
SO - 0004012,2015-09-06,Distributor,AXW291,11,971.5,524.61,Fivebridge Ltd,vmarshall1s@freewebs.com,Product 11,DIST,Regional,Mid,REGIONS,"Odessa, Ukraine"
SO - 0004013,2015-09-06,Distributor,NXH382,7,1782.2,1301.006,Golden Corp,kmoreno34@ca.gov,Product 4,DIST,Regional,Mid,REGIONS,"LISBOA (Lisbon), Portugal"
SO - 0004014,2015-09-06,Wholesale,AXW291,11,1112.2,500.49,Nexus Group,rsanders1e@latimes.com,Product 3,WHOLE,Local,Low,SUPER,"BUDAPEST, Hungary"
SO - 0004015,2015-09-06,Export,AXW291,12,2412.0,1616.0400000000002,Rhynoodle Ltd,wshawq2@mlb.com,Product 7,EXP,International,High,INTL,"Donetsk, Ukraine"
SO - 0004016,2015-09-06,Distributor,AXW291,9,3899.4,3080.5260000000003,Buzzshare Company,awilliamson1@craigslist.org,Product 6,DIST,Regional,Mid,REGIONS,"MINSK, Belarus"
SO - 0004017,2015-09-06,Distributor,AXW291,10,3979.8,3263.436,Colgate-Pa Group,dmorrisf1@google.pl,Product 6,DIST,Regional,Mid,REGIONS,"KIEV, Ukraine"
SO - 0004018,2015-09-07,Distributor,FLR025,5,2519.2000000000003,1410.7520000000002,Devpoint Group,lsanchez5d@umich.edu,Product 11,DIST,Regional,Mid,REGIONS,"KOBENHAVN (Copenhagen), Denmark"
SO - 0004019,2015-09-07,Wholesale,AXW291,5,850.9,570.1030000000001,Walgreen Corp,aparker1l@pcworld.com,Product 5,WHOLE,Local,Low,SUPER,"Donetsk, Ukraine"
SO - 0004020,2015-09-07,Wholesale,GUT930,7,1969.8,1654.6319999999998,Terumo Corp,pmartinez3e@fc2.com,Product 9,WHOLE,Local,Low,SUPER,"Salonika, Greece"
SO - 0004021,2015-09-07,Distributor,AXW291,5,1078.7,614.8589999999999,Trunyx Ltd,bwest3r@barnesandnoble.com,Product 3,DIST,Regional,Mid,REGIONS,"WIEN (Vienna), Austria"
SO - 0004022,2015-09-07,Distributor,AXW291,8,1876.0,1482.04,Shuffledri Group,vlittle3@wordpress.com,Product 7,DIST,Regional,Mid,REGIONS,"Barcelona, Spain"
SO - 0004023,2015-09-07,Wholesale,AXW291,5,1775.5,1384.89,Camido Company,alopez2b@vistaprint.com,Product 14,WHOLE,Local,Low,SUPER,"KIEV, Ukraine"
SO - 0004024,2015-09-08,Export,AXW291,9,844.2,464.31000000000006,Oba Company,rnichols24@plala.or.jp,Product 14,EXP,International,High,INTL,"BEOGRAD (Belgrade), Serbia"
SO - 0004025,2015-09-08,Distributor,GUT930,6,167.5,95.475,Vinte Group,randerson1k@mozilla.com,Product 12,DIST,Regional,Mid,REGIONS,"Sevilla, Spain"
SO - 0004026,2015-09-08,Distributor,FLR025,8,1105.5,807.015,Vimbo Company,srice31@exblog.jp,Product 14,DIST,Regional,Mid,REGIONS,"Hannover, Germany"
SO - 0004027,2015-09-08,Wholesale,AXW291,12,3082.0,2342.32,Oba Company,rnichols24@plala.or.jp,Product 14,WHOLE,Local,Low,SUPER,"Kharkov, Ukraine"
SO - 0004028,2015-09-08,Wholesale,AXW291,8,864.3000000000001,717.369,Buzzbean Group,brodriguezmw@google.co.uk,Product 14,WHOLE,Local,Low,SUPER,"Hamburg, Germany"
SO - 0004029,2015-09-08,Wholesale,FLR025,7,2646.5,1402.645,Jaxbean Group,jwilliamsonpk@eventbrite.com,Product 11,WHOLE,Local,Low,SUPER,"Duisburg, Germany"
SO - 0004030,2015-09-09,Export,GUT930,11,1748.7,1451.421,Skidoo Company,cmiller1e@statcounter.com,Product 6,EXP,International,High,INTL,"Frankfurt am Main, Germany"
SO - 0004031,2015-09-09,Distributor,AXW291,9,1755.4,983.0240000000001,Skyble Corp,dperkinsc1@washingtonpost.com,Product 15,DIST,Regional,Mid,REGIONS,"Barcelona, Spain"
SO - 0004032,2015-09-09,Wholesale,GUT930,6,1105.5,851.235,Pacific Ltd,pkennedyt@amazon.co.uk,Product 14,WHOLE,Local,Low,SUPER,"Genova, Italy"
SO - 0004033,2015-09-10,Wholesale,NXH382,9,1105.5,652.245,NARS Group,bhamilton70@multiply.com,Product 3,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0004034,2015-09-10,Wholesale,AXW291,9,3953.0,2925.22,Neutrogena Ltd,aharveyd3@flavors.me,Product 14,WHOLE,Local,Low,SUPER,"Marseille, France"
